Gene	Family
R570_ASM_Sh04_p019060	bHLH	TFF
CC011940_cc_00015432-RA	Orphans	Orphans
CC011940_Sobic.005G021000.1.mrna1	AP2-EREBP	TFF
MT11-610_k31_TRINITY_DN1815_c0_g1_i3	Orphans	Orphans
F1_Bulk_2_k25_TRINITY_DN22418_c0_g1_i10	FAR1	TFF
LCP85-384_k31_TRINITY_DN17786_c0_g1_i4	NAC	TFF
QN05-1509_k31_TRINITY_DN20536_c0_g1_i6	Orphans	Orphans
LCP85-384_k31_TRINITY_DN34740_c0_g2_i4	ARF	TFF
MS6847_k25_TRINITY_DN46286_c0_g1_i2	ABI3VP1	TFF
ROC20_k31_TRINITY_DN49979_c0_g2_i20	bZIP	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000154314.1	MADS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0297529.4	CCAAT	TFF
LCP85-384_k25_TRINITY_DN31724_c0_g1_i7	ARF	TFF
ROC22_k25_TRINITY_DN99273_c0_g1_i2	bHLH	TFF
KQB09-20620_k31_TRINITY_DN6852_c0_g1_i1	Jumonji	OTR
ROC20_k31_TRINITY_DN9055_c0_g1_i6	NAC	TFF
FN95-1702_k31_TRINITY_DN1363_c0_g1_i9	bZIP	TFF
B1_k25_TRINITY_DN17690_c0_g3_i2	FAR1	TFF
TUC717_k25_TRINITY_DN9082_c0_g1_i11	PHD	OTR
ROC22_k25_TRINITY_DN3659_c0_g1_i3	bZIP	TFF
Co06022_k25_TRINITY_DN11952_c3_g1_i1	Orphans	Orphans
CoV92102_k25_TRINITY_DN8930_c0_g1_i11	PHD	OTR
LCP85-384_k31_TRINITY_DN57831_c0_g1_i11	GRAS	TFF
MT11-610_k25_TRINITY_DN25232_c0_g1_i5	C2H2	TFF
GT96-167_k25_TRINITY_DN111150_c0_g1_i1	Orphans	Orphans
RB72454_k25_TRINITY_DN2244_c0_g1_i1	bHLH	TFF
Co06022_k25_TRINITY_DN29109_c0_g1_i2	C3H	TFF
MS6847_k31_TRINITY_DN11959_c0_g1_i10	MYB-related	TFF
Co8021_k25_TRINITY_DN864_c0_g2_i1	MYB-related	TFF
ROC22_k31_TRINITY_DN53898_c0_g1_i3	FAR1	TFF
Co06022_k25_TRINITY_DN15033_c0_g1_i8	TRAF	OTR
GT96-167_k25_TRINITY_DN35985_c0_g1_i2	NAC	TFF
CC011940_cc_00024411-RA	Orphans	Orphans
SP80-3280_unmappedk25_TRINITY_DN479_c1_g1_i2	Not1	TFF
KQB09-20432_k25_TRINITY_DN21750_c0_g1_i1	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000096179.1	MADS	TFF
CC011940_cc_00028713-RA	zf-BED	TFF
ROC22_k25_TRINITY_DN38224_c0_g1_i5	Tify	TFF
CP74-2005_k25_TRINITY_DN214369_c0_g1_i1	NAC	TFF
R570_ASM_Sh10_p008040	NAC	TFF
CC011940_cc_00046451-RA	AP2-EREBP	TFF
ROC22_k31_TRINITY_DN24432_c0_g1_i1	ARID	OTR
CoV92102_k31_TRINITY_DN17613_c0_g1_i5	WRKY	TFF
KQB07-23863_k25_TRINITY_DN65115_c0_g1_i1	Orphans	Orphans
B2_k25_TRINITY_DN19746_c0_g1_i9	SET	OTR
B1_k25_TRINITY_DN3765_c0_g2_i2	GRF	TFF
Co06022_k31_TRINITY_DN37500_c0_g2_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0032153.2	FAR1	TFF
GUC2_k25_TRINITY_DN103_c0_g1_i4	zf-A20	TFF
ROC22_k31_TRINITY_DN4942_c0_g1_i10	ARR-B	TFF
B1_k25_TRINITY_DN85718_c0_g1_i1	ABI3VP1	TFF
QS99-2014_k25_TRINITY_DN2992_c0_g1_i1	Jumonji	OTR
MS6847_k25_TRINITY_DN13567_c0_g1_i2	WRKY	TFF
ROC22_k31_TRINITY_DN25137_c0_g1_i8	SGT1	OTR
T1_k31_TRINITY_DN75110_c0_g1_i1	mTERF	OTR
CoV92102_k25_TRINITY_DN11088_c0_g1_i12	Orphans	Orphans
LCP85-384_k31_TRINITY_DN125886_c2_g2_i1	AP2-EREBP	TFF
QA96-1749_k25_TRINITY_DN7414_c0_g1_i1	MYB-related	TFF
GN18_k25_TRINITY_DN4502_c0_g1_i1	MYB-related	TFF
GN18_k31_TRINITY_DN86826_c0_g1_i1	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0155210.1	bHLH	TFF
SP80-3280_IQUSP_evm.model.unitig_421160.1	bZIP	TFF
KQ08-2850_k25_TRINITY_DN5033_c0_g1_i8	SET	OTR
LCP85-384_k25_TRINITY_DN5171_c1_g1_i4	Tudor-knot	OTR
ROC26_k25_TRINITY_DN61971_c0_g1_i1	ABI3VP1	TFF
LCP85-384_k25_TRINITY_DN34345_c0_g2_i13	ABI3VP1	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000060557.1	MADS	TFF
QA02-1009_k25_TRINITY_DN6813_c0_g1_i6	HB	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0079091.2	WRKY	TFF
Q200_k31_TRINITY_DN16309_c0_g1_i2	GRAS	TFF
MT11-610_k31_TRINITY_DN1479_c0_g1_i2	Orphans	Orphans
CC011940_cc_00037982-RA	WRKY	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0215073.1	Orphans	Orphans
KQB09-20432_k25_TRINITY_DN12668_c0_g1_i1	Orphans	Orphans
R570_ASM_Sh05_p011030	GRAS	TFF
LCP85-384_k25_TRINITY_DN112956_c0_g1_i2	MYB-related	TFF
ROC20_k25_TRINITY_DN3403_c2_g1_i1	C2C2-Dof	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0039680.2	C3H	TFF
F1_Bulk_2_k25_TRINITY_DN25165_c0_g1_i6	TRAF	OTR
GN18_k25_TRINITY_DN38896_c0_g1_i3	AP2-EREBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0002263.4	AUX/IAA	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0254489.1	Jumonji	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0196981.1	MYB-related	TFF
ROC22_k25_TRINITY_DN220435_c0_g1_i1	DDT	OTR
GT96-167_k31_TRINITY_DN5714_c0_g1_i2	NAC	TFF
F1_Bulk_1_k31_TRINITY_DN9720_c0_g1_i16	WRKY	TFF
B1_k25_TRINITY_DN17681_c0_g2_i1	C2C2-YABBY	TFF
GXU-34140_k25_TRINITY_DN23876_c0_g3_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0079951.1	bZIP	TFF
GXU-34140_k31_TRINITY_DN2761_c1_g1_i1	MED26	OTR
CoV92102_k25_TRINITY_DN29261_c0_g1_i2	Jumonji	OTR
B1_k31_TRINITY_DN2226_c0_g2_i1	AP2-EREBP	TFF
MT11-610_k25_TRINITY_DN3288_c0_g1_i6	GNAT	OTR
F1_Bulk_2_k25_TRINITY_DN1354_c0_g1_i8	PHD	OTR
QN05-1509_k25_TRINITY_DN11308_c0_g1_i6	AUX/IAA	OTR
ROC20_k31_TRINITY_DN119817_c0_g1_i1	MBF1	OTR
F1_Bulk_1_k31_TRINITY_DN4867_c0_g2_i4	bHLH	TFF
GT96-167_k31_TRINITY_DN8466_c0_g2_i3	TRAF	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0095253.2	bHLH	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000135395.1	HSF	TFF
FN95-1702_k31_TRINITY_DN5921_c0_g1_i8	TCP	TFF
CC011940_cc_00006165-RA	MYB	TFF
ROC20_k31_TRINITY_DN531_c0_g1_i4	zf-A20	TFF
B1_k25_TRINITY_DN10598_c0_g1_i4	RWP-RK	TFF
Co06022_k25_TRINITY_DN53889_c0_g1_i1	ABI3VP1	TFF
ROC20_k25_TRINITY_DN5729_c0_g3_i2	WRKY	TFF
QA02-1009_k25_TRINITY_DN391_c0_g1_i18	TIG	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0335756.1	zf-HD	TFF
ROC22_k31_TRINITY_DN32643_c0_g1_i5	Orphans	Orphans
ROC22_k31_TRINITY_DN1040_c1_g1_i1	MED26	OTR
ROC20_k31_TRINITY_DN11390_c0_g1_i10	SBP	TFF
FN95-1702_k31_TRINITY_DN34982_c0_g1_i1	NAC	TFF
ROC20_k31_TRINITY_DN9699_c0_g1_i1	bHLH	TFF
Co06022_k31_TRINITY_DN27388_c0_g1_i5	SET	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0180880.9	WRKY	TFF
ROC20_k25_TRINITY_DN18567_c0_g1_i5	PHD	OTR
B2_k31_TRINITY_DN50078_c0_g1_i1	C2H2	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000088851.3	WRKY	TFF
MT11-610_k31_TRINITY_DN102473_c0_g1_i1	GRAS	TFF
R570_ASM_Sh04_p012260	bHLH	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0380413.1	Orphans	Orphans
GN18_k25_TRINITY_DN17901_c0_g2_i3	Orphans	Orphans
B2_k25_TRINITY_DN5019_c0_g2_i4	C2C2-Dof	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0099658.1	TRAF	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0035730.3	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0301305.1	CCAAT	TFF
MT11-610_k25_TRINITY_DN44737_c0_g2_i6	GRAS	TFF
SP80-3280_IQUSP_evm.model.unitig_279038.1	FAR1	TFF
ROC20_k31_TRINITY_DN278_c1_g1_i3	ABI3VP1	TFF
SP80-3280_IQUSP_evm.model.unitig_186412.1_evm.model.unitig_186412.2	C2H2	TFF
LCP85-384_k31_TRINITY_DN260_c0_g2_i2	zf-A20	TFF
KQ08-2850_k31_TRINITY_DN7702_c0_g1_i1	SWI/SNF-SWI3	OTR
MS6847_k25_TRINITY_DN24677_c0_g2_i1	bHLH	TFF
Co8021_k31_TRINITY_DN10661_c0_g1_i6	MYB	TFF
QN05-1743_k25_TRINITY_DN11069_c0_g1_i4	FAR1	TFF
F1_Bulk_2_k31_TRINITY_DN1955_c0_g1_i6	AP2-EREBP	TFF
QA02-1009_k31_TRINITY_DN3004_c0_g1_i2	ABI3VP1	TFF
CoV92102_k31_TRINITY_DN53324_c0_g1_i2	TRAF	OTR
MS6847_k31_TRINITY_DN37090_c0_g1_i1	C2C2-YABBY	TFF
LCP85-384_k25_TRINITY_DN307859_c0_g1_i1	C2H2	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0088744.3	C3H	TFF
QN05-803_k31_TRINITY_DN21596_c0_g1_i9	PHD	OTR
F1_Bulk_2_k25_TRINITY_DN15993_c0_g1_i7	zf-A20	TFF
GUC2_k25_TRINITY_DN6999_c1_g1_i2	MYB-related	TFF
MT11-610_k31_TRINITY_DN4505_c1_g2_i1	Orphans	Orphans
T2_k31_TRINITY_DN48573_c1_g1_i1	Orphans	Orphans
F1_Bulk_1_k25_TRINITY_DN74240_c0_g1_i1	NAC	TFF
LCP85-384_k31_TRINITY_DN48343_c0_g1_i3	GRAS	TFF
LCP85-384_k31_TRINITY_DN68_c0_g2_i1	AP2-EREBP	TFF
ROC22_k31_TRINITY_DN123935_c1_g2_i2	AUX/IAA	OTR
B2_k31_TRINITY_DN12281_c1_g1_i1	DDT	OTR
RB855156_k31_TRINITY_DN8895_c0_g1_i1	TRAF	OTR
LCP85-384_k25_TRINITY_DN748_c0_g2_i1	GNAT	OTR
FN95-1702_k31_TRINITY_DN1979_c0_g2_i9	Orphans	Orphans
LCP85-384_k31_TRINITY_DN37693_c0_g1_i1	FAR1	TFF
FN95-1702_k31_TRINITY_DN22629_c0_g1_i9	WRKY	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0079683.6	MED26	OTR
QN05-1743_k25_TRINITY_DN26154_c1_g1_i1	GRAS	TFF
QA96-1749_k25_TRINITY_DN10011_c0_g1_i13	SOH1	OTR
US851008_k31_TRINITY_DN4633_c0_g1_i3	HB	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000013597.2	Orphans	Orphans
MT11-610_k31_TRINITY_DN6458_c0_g1_i6	SET	OTR
QN05-1509_k31_TRINITY_DN7056_c0_g1_i4	ARID	OTR
CC011940_cc_00035898-RA	MYB	TFF
TUC717_k25_TRINITY_DN13543_c1_g1_i1	C2H2	TFF
FN95-1702_k25_TRINITY_DN6779_c0_g1_i3	MYB	TFF
ROC22_k25_TRINITY_DN224206_c0_g2_i1	FAR1	TFF
GXU-34176_k31_TRINITY_DN1822_c0_g2_i1	TRAF	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000051144.2	GRAS	TFF
F1_Bulk_1_k31_TRINITY_DN12984_c0_g1_i10	SAP	TFF
LCP85-384_k25_TRINITY_DN13144_c0_g1_i2	PHD	OTR
LCP85-384_k31_TRINITY_DN120873_c0_g1_i4	PHD	OTR
US851008_k25_TRINITY_DN20484_c1_g1_i5	WRKY	TFF
QN05-803_k25_TRINITY_DN14504_c0_g1_i6	SET	OTR
CC011940_Sobic.003G046600.2.mrna1	BES1	TFF
QA96-1749_k25_TRINITY_DN8440_c0_g2_i9	bHLH	TFF
MS6847_k31_TRINITY_DN47520_c0_g1_i1	zf-BED	TFF
RB72454_k25_TRINITY_DN23667_c1_g1_i2	AP2-EREBP	TFF
KQB09-20620_k25_TRINITY_DN3086_c0_g1_i11	SBP	TFF
ROC22_k31_TRINITY_DN13904_c0_g1_i3	WRKY	TFF
CC011940_cc_00024189-RA	bHLH	TFF
LCP85-384_k25_TRINITY_DN60473_c0_g2_i5	GRAS	TFF
QS99-2014_k25_TRINITY_DN53521_c0_g2_i1	AP2-EREBP	TFF
QC02-402_k25_TRINITY_DN3968_c0_g1_i6	ARF	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0096124.1	C2H2	TFF
TUC717_k25_TRINITY_DN488_c0_g1_i10	MADS	TFF
QBYN04-26041_k31_TRINITY_DN23723_c0_g1_i1	AUX/IAA	OTR
MS6847_k31_TRINITY_DN4440_c0_g1_i2	MYB	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0099113.1	SET	OTR
ROC20_k25_TRINITY_DN1544_c0_g1_i3	WRKY	TFF
LCP85-384_k31_TRINITY_DN12147_c0_g1_i1	WRKY	TFF
MT11-610_k25_TRINITY_DN272385_c0_g1_i1	C2H2	TFF
CP74-2005_k25_TRINITY_DN3841_c0_g1_i4	HSF	TFF
F1_Bulk_1_k31_TRINITY_DN15015_c0_g1_i3	GRF	TFF
ROC22_k25_TRINITY_DN24333_c0_g2_i7	MYB-related	TFF
MS6847_k25_TRINITY_DN18445_c0_g1_i3	SWI/SNF-SWI3	OTR
GN18_k31_TRINITY_DN14298_c0_g1_i3	ABI3VP1	TFF
R570_BAC_Sh_235L22_p000010	C3H	TFF
MT11-610_k25_TRINITY_DN24412_c0_g1_i6	SGT1	OTR
QA02-1009_k25_TRINITY_DN3335_c0_g1_i16	Orphans	Orphans
ROC22_k25_TRINITY_DN343_c1_g1_i7	PLATZ	TFF
ROC22_k25_TRINITY_DN2755_c0_g1_i7	TRAF	OTR
Co06022_k25_TRINITY_DN4849_c1_g1_i1	AP2-EREBP	TFF
LCP85-384_k31_TRINITY_DN2509_c0_g1_i1	ABI3VP1	TFF
MT11-610_k25_TRINITY_DN71445_c0_g1_i1	MYB-related	TFF
MT11-610_k31_TRINITY_DN6540_c0_g1_i1	GNAT	OTR
MS6847_k31_TRINITY_DN71871_c0_g1_i2	TUB	TFF
GT96-167_k25_TRINITY_DN23986_c0_g1_i4	TCP	TFF
QC02-402_k31_TRINITY_DN15981_c0_g1_i3	WRKY	TFF
KQB07-24739_k31_TRINITY_DN40149_c0_g4_i2	TRAF	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0067246.2	MYB-related	TFF
RB855156_k25_TRINITY_DN2485_c0_g3_i1	AUX/IAA	OTR
Co06022_k31_TRINITY_DN19061_c0_g1_i6	ABI3VP1	TFF
QN05-1509_k25_TRINITY_DN14466_c0_g1_i7	Orphans	Orphans
Co06022_k31_TRINITY_DN54206_c0_g1_i5	MYB-related	TFF
GXU-34140_k25_TRINITY_DN57543_c0_g1_i1	Orphans	Orphans
MT11-610_k25_TRINITY_DN170178_c1_g1_i1	zf-BED	TFF
QN05-1743_k31_TRINITY_DN5916_c0_g1_i4	AP2-EREBP	TFF
GXU-34140_k25_TRINITY_DN79291_c0_g1_i1	zf-BED	TFF
MT11-610_k25_TRINITY_DN29544_c0_g2_i5	Orphans	Orphans
ROC22_k31_TRINITY_DN24649_c0_g2_i2	ABI3VP1	TFF
Q200_k31_TRINITY_DN1221_c0_g1_i5	HB	TFF
MS6847_k25_TRINITY_DN53258_c0_g1_i1	AP2-EREBP	TFF
ROC22_k31_TRINITY_DN48521_c0_g1_i2	MYB	TFF
CoV92102_k25_TRINITY_DN1642_c0_g1_i3	MYB	TFF
ROC22_k31_TRINITY_DN113495_c0_g1_i8	CPP	TFF
RB72454_k31_TRINITY_DN24230_c0_g1_i1	bZIP	TFF
SP80-3280_Mattielo_SP803280_c37434_g1_i2	bHLH	TFF
Co8021_k31_TRINITY_DN5791_c0_g1_i5	MYB	TFF
GT96-167_k31_TRINITY_DN1501_c0_g2_i2	MADS	TFF
MT11-610_k25_TRINITY_DN29825_c0_g1_i1	FHA	TFF
GXU-34176_k31_TRINITY_DN28616_c0_g1_i1	Orphans	Orphans
GXU-34140_k25_TRINITY_DN3351_c0_g1_i4	Orphans	Orphans
QA96-1749_k25_TRINITY_DN44099_c0_g1_i1	GRAS	TFF
LCP85-384_k31_TRINITY_DN56105_c0_g1_i6	SRS	TFF
RB855156_k31_TRINITY_DN3035_c0_g2_i6	Orphans	Orphans
QA96-1749_k25_TRINITY_DN4055_c0_g1_i1	Orphans	Orphans
GXU-34176_k31_TRINITY_DN61836_c0_g1_i1	GRAS	TFF
Co8021_k31_TRINITY_DN80518_c1_g1_i7	MYB-related	TFF
MS6847_k25_TRINITY_DN8422_c0_g1_i4	Orphans	Orphans
MT11-610_k31_TRINITY_DN35639_c0_g2_i4	bZIP	TFF
GN18_k25_TRINITY_DN12694_c0_g1_i3	LIM	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000158849.2	Orphans	Orphans
CC011940_cc_00033012-RA	Jumonji	OTR
Co06022_k25_TRINITY_DN9977_c0_g1_i4	MYB-related	TFF
ROC26_k25_TRINITY_DN10387_c0_g2_i2	FAR1	TFF
RB855156_k25_TRINITY_DN1266_c0_g1_i12	bHLH	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0059156.2	bHLH	TFF
F1_Bulk_1_k31_TRINITY_DN4665_c0_g2_i2	HB	TFF
QN05-803_k31_TRINITY_DN8703_c0_g1_i1	Orphans	Orphans
ROC20_k31_TRINITY_DN41227_c0_g2_i1	ABI3VP1	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0015365.2	bHLH	TFF
MT11-610_k31_TRINITY_DN40569_c0_g1_i3	FAR1	TFF
KQB09-20432_k25_TRINITY_DN5652_c0_g1_i2	GRAS	TFF
CoV92102_k31_TRINITY_DN104473_c0_g1_i1	MYB-related	TFF
T1_k31_TRINITY_DN8108_c0_g2_i2	Orphans	Orphans
R570_BAC_Sh_239C15_contig-1_p000080	MYB	TFF
KQ08-2850_k31_TRINITY_DN5857_c0_g1_i1	HMG	OTR
B1_k31_TRINITY_DN14147_c0_g1_i8	MADS	TFF
F1_Bulk_2_k25_TRINITY_DN30910_c0_g1_i4	SWI/SNF-SWI3	OTR
QS99-2014_k31_TRINITY_DN53075_c0_g1_i4	Orphans	Orphans
F1_Bulk_2_k31_TRINITY_DN1140_c0_g1_i1	ABI3VP1	TFF
GT96-167_k25_TRINITY_DN3401_c0_g1_i11	zf-fF-X1	TFF
Q241_k31_TRINITY_DN1356_c0_g1_i7	ARF	TFF
CC011940_cc_00047943-RA	TRAF	OTR
B2_k31_TRINITY_DN6726_c0_g1_i5	PHD	OTR
R570_BAC_Sh_253N20_p000100	TCP	TFF
QBYN04-26041_k25_TRINITY_DN10331_c0_g2_i3	LIM	TFF
LCP85-384_k31_TRINITY_DN620_c0_g1_i3	NAC	TFF
Q241_k25_TRINITY_DN7686_c0_g1_i4	PAS	TFF
GN18_k31_TRINITY_DN57578_c0_g2_i2	ABI3VP1	TFF
MS6847_k25_TRINITY_DN22486_c0_g1_i9	mTERF	OTR
QA02-1009_k31_TRINITY_DN1660_c0_g1_i4	Orphans	Orphans
ROC22_k31_TRINITY_DN16424_c0_g2_i1	Orphans	Orphans
MT11-610_k31_TRINITY_DN98193_c0_g1_i4	SWI/SNF-BAF60b	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0206605.1	TFIID	TFF
GN18_k25_TRINITY_DN11869_c0_g1_i2	WRKY	TFF
QA02-1009_k25_TRINITY_DN18656_c0_g1_i4	TRAF	OTR
KQB07-23863_k25_TRINITY_DN9197_c0_g1_i2	bZIP	TFF
Co8021_k25_TRINITY_DN897_c0_g1_i7	WRKY	TFF
SP80-3280_IQUSP_evm.model.unitig_430420.1	TRAF	OTR
LCP85-384_k25_TRINITY_DN13768_c0_g1_i5	zf-BED	TFF
ROC26_k31_TRINITY_DN5202_c0_g2_i8	Orphans	Orphans
CC011940_cc_00008369-RA	SBP	TFF
KQB09-20620_k31_TRINITY_DN82764_c0_g1_i1	Orphans	Orphans
B1_k25_TRINITY_DN884_c0_g1_i2	GRAS	TFF
QA02-1009_k25_TRINITY_DN21672_c0_g1_i2	GNAT	OTR
KQB07-24739_k25_TRINITY_DN19823_c0_g2_i2	FAR1	TFF
CP74-2005_k31_TRINITY_DN4190_c0_g2_i1	Orphans	Orphans
SP80-3280_unmappedk25_TRINITY_DN8549_c0_g2_i3	TRAF	OTR
F1_Bulk_1_k31_TRINITY_DN7095_c1_g1_i6	bZIP	TFF
MS6847_k25_TRINITY_DN52926_c0_g1_i3	Orphans	Orphans
F1_Bulk_1_k31_TRINITY_DN12569_c0_g1_i4	bZIP	TFF
GXU-34176_k31_TRINITY_DN19631_c0_g2_i4	bZIP	TFF
F1_Bulk_1_k31_TRINITY_DN24147_c0_g1_i7	SAP	TFF
SP80-3280_unmappedk25_TRINITY_DN6741_c0_g1_i2	FAR1	TFF
MS6847_k25_TRINITY_DN32812_c1_g1_i1	MYB-related	TFF
ROC20_k31_TRINITY_DN18197_c0_g1_i5	HMG	OTR
Co06022_k31_TRINITY_DN20944_c1_g1_i1	HB	TFF
US851008_k31_TRINITY_DN1602_c0_g1_i7	mTERF	OTR
Co8021_k25_TRINITY_DN117518_c0_g1_i1	C2H2	TFF
LCP85-384_k31_TRINITY_DN16587_c0_g1_i1	zf-BED	TFF
KQB07-24619_k25_TRINITY_DN23421_c0_g2_i3	MYB-related	TFF
ROC20_k31_TRINITY_DN99137_c0_g1_i4	bHLH	TFF
ROC20_k31_TRINITY_DN88922_c0_g1_i6	HB	TFF
T1_k25_TRINITY_DN869_c0_g1_i2	GRAS	TFF
LCP85-384_k25_TRINITY_DN275225_c0_g1_i1	GRAS	TFF
TUC717_k25_TRINITY_DN62058_c0_g1_i1	Jumonji	OTR
ROC26_k31_TRINITY_DN13883_c0_g2_i2	AP2-EREBP	TFF
GN18_k31_TRINITY_DN80632_c0_g1_i2	TAZ	TFF
GN18_k25_TRINITY_DN8098_c0_g1_i2	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0069171.1	NAC	TFF
CP74-2005_k25_TRINITY_DN119513_c1_g1_i5	WRKY	TFF
R570_BAC_Sh_214H08_p000010	Orphans	Orphans
ROC22_k25_TRINITY_DN30567_c0_g1_i2	MYB-related	TFF
CC011940_cc_00019247-RA	NAC	TFF
Co8021_k25_TRINITY_DN1498_c0_g1_i10	CCAAT	TFF
ROC22_k25_TRINITY_DN19830_c0_g2_i8	Orphans	Orphans
ROC20_k31_TRINITY_DN58894_c0_g1_i2	Orphans	Orphans
ROC20_k25_TRINITY_DN116019_c0_g1_i5	bHLH	TFF
LCP85-384_k31_TRINITY_DN8435_c0_g1_i4	HSF	TFF
FN95-1702_k31_TRINITY_DN114694_c0_g1_i1	MYB-related	TFF
GUC10_k31_TRINITY_DN3975_c0_g3_i1	zf-BED	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0243573.1	FAR1	TFF
F1_Bulk_1_k31_TRINITY_DN61737_c0_g2_i1	TRAF	OTR
ROC20_k31_TRINITY_DN149677_c0_g1_i2	Orphans	Orphans
CoV92102_k25_TRINITY_DN24155_c0_g1_i17	AUX/IAA	OTR
F1_Bulk_1_k31_TRINITY_DN11763_c0_g1_i12	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0122872.3	MED26	OTR
R570_BAC_Sh_242C10_p000060	bHLH	TFF
ROC22_k31_TRINITY_DN153638_c0_g1_i4	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0206224.1	FHA	TFF
GUC2_k25_TRINITY_DN1327_c0_g1_i13	MYB	TFF
F1_Bulk_2_k25_TRINITY_DN18040_c0_g2_i1	Orphans	Orphans
MT11-610_k25_TRINITY_DN58318_c0_g2_i1	E2F-DP	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000008455.3	bHLH	TFF
CP74-2005_k25_TRINITY_DN14560_c0_g1_i2	E2F-DP	TFF
GXU-34140_k25_TRINITY_DN112934_c0_g1_i1	WRKY	TFF
CC011940_Sobic.010G064800.1.mrna1	Orphans	Orphans
GUC10_k31_TRINITY_DN9601_c0_g1_i5	Orphans	Orphans
F1_Bulk_1_k25_TRINITY_DN1507_c0_g1_i2	MED26	OTR
QS99-2014_k25_TRINITY_DN5187_c0_g1_i12	ARF	TFF
F1_Bulk_2_k25_TRINITY_DN5377_c0_g1_i2	CCAAT	TFF
QN05-1509_k25_TRINITY_DN181_c0_g1_i4	TIG	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0065234.4	OFP	TFF
SP80-3280_IQUSP_evm.model.unitig_289703.1	WRKY	TFF
CP74-2005_k31_TRINITY_DN124984_c0_g1_i5	MYB-related	TFF
SP80-3280_Mattielo_SP803280_c103453_g1_i2	NAC	TFF
QN05-1509_k25_TRINITY_DN14886_c0_g1_i2	Jumonji	OTR
KQB07-23990_k25_TRINITY_DN4074_c0_g1_i10	SBP	TFF
KQ08-2850_k25_TRINITY_DN31440_c0_g1_i3	TUB	TFF
QA02-1009_k25_TRINITY_DN1113_c0_g1_i2	NAC	TFF
B1_k25_TRINITY_DN53396_c1_g1_i1	FAR1	TFF
KQB07-24739_k25_TRINITY_DN1361_c0_g1_i2	SWI/SNF-BAF60b	OTR
ROC22_k25_TRINITY_DN151384_c0_g1_i1	C2H2	TFF
KQB07-23990_k25_TRINITY_DN7811_c0_g1_i6	SAP	TFF
MT11-610_k31_TRINITY_DN1244_c0_g1_i7	C3H	TFF
R570_ASM_Sh03_p022380	Orphans	Orphans
MT11-610_k31_TRINITY_DN23798_c0_g2_i5	NAC	TFF
ROC20_k25_TRINITY_DN1256_c0_g1_i14	AP2-EREBP	TFF
KQB09-20620_k31_TRINITY_DN27757_c0_g1_i1	C2H2	TFF
LCP85-384_k31_TRINITY_DN42071_c0_g1_i5	Orphans	Orphans
Q200_k31_TRINITY_DN3676_c0_g1_i14	TAZ	TFF
CC011940_cc_00014430-RA	NAC	TFF
T2_k31_TRINITY_DN18729_c0_g2_i1	MYB-related	TFF
T2_k31_TRINITY_DN8509_c0_g1_i3	HB	TFF
ROC22_k31_TRINITY_DN102814_c0_g3_i8	Orphans	Orphans
RB72454_k31_TRINITY_DN16570_c0_g1_i2	C2H2	TFF
US851008_k31_TRINITY_DN11022_c1_g1_i1	mTERF	OTR
CP74-2005_k31_TRINITY_DN55521_c0_g1_i1	NAC	TFF
